08/07/2026 12:48:59 
teste1.txt 
Soma: 530737
Dose: 530737.0
Tempo;Leitura;Luz;Corrente 
11.7;363;880;525 
11.8;365;880;525 
11.9;322;880;524 
12.0;350;880;525 
12.1;322;880;525 
12.2;371;880;525 
12.3;329;880;524 
12.4;335;880;525 
12.5;323;880;525 
12.6;305;880;524 
12.7;301;880;524 
12.8;322;880;525 
12.9;283;880;525 
13.0;315;880;525 
13.1;266;880;525 
13.2;346;880;524 
13.3;293;880;524 
13.4;315;880;524 
13.5;295;880;524 
13.6;325;880;524 
13.7;308;880;524 
13.8;310;880;524 
13.9;294;880;524 
14.0;299;880;524 
14.1;291;880;524 
14.2;276;880;524 
14.3;302;880;524 
14.4;267;880;524 
14.5;309;880;525 
14.6;284;880;524 
14.7;288;880;525 
14.8;300;880;524 
14.9;263;880;524 
15.0;275;880;524 
15.1;294;880;524 
15.2;247;880;524 
15.3;275;880;524 
15.4;274;880;524 
15.5;246;880;524 
15.6;258;880;524 
15.7;261;880;524 
15.8;267;880;524 
15.9;272;880;524 
16.0;248;880;524 
16.1;262;880;524 
16.2;228;880;524 
16.3;236;880;524 
16.4;265;880;524 
16.5;249;880;524 
16.6;287;880;524 
16.7;224;880;524 
16.8;240;880;524 
16.9;242;880;524 
17.0;226;880;524 
17.1;240;880;524 
17.2;218;880;524 
17.3;248;880;524 
17.4;225;880;524 
17.5;208;880;524 
17.6;232;880;524 
17.7;213;880;524 
17.8;233;880;524 
17.9;208;880;524 
18.0;204;880;524 
18.1;193;880;524 
18.2;204;880;524 
18.3;204;880;524 
18.4;200;880;524 
18.5;218;880;524 
18.6;182;880;524 
18.7;229;880;524 
18.8;206;880;524 
18.9;186;880;524 
19.0;217;880;523 
19.1;205;880;524 
19.2;207;880;523 
19.3;207;880;523 
19.4;209;880;524 
19.5;202;880;523 
19.6;197;880;523 
19.7;177;880;524 
19.8;172;880;523 
19.9;201;880;523 
20.0;190;880;523 
20.1;194;880;523 
20.2;201;880;523 
20.3;178;880;523 
20.4;197;880;523 
20.5;221;880;523 
20.6;188;880;523 
20.7;191;880;523 
20.8;167;880;523 
20.9;163;880;523 
21.0;196;880;523 
21.1;181;880;523 
21.2;188;880;523 
21.3;167;880;523 
21.4;181;880;523 
21.5;186;880;523 
21.6;176;880;523 
21.7;165;880;523 
21.8;163;880;523 
21.9;164;880;523 
22.0;164;880;523 
22.1;160;880;523 
22.2;162;880;523 
22.3;169;880;522 
22.4;137;880;523 
22.5;176;880;523 
22.6;144;880;523 
22.7;155;880;522 
22.8;161;880;523 
22.9;158;880;522 
23.0;161;880;523 
23.1;174;880;523 
23.2;156;880;523 
23.3;156;880;522 
23.4;152;880;522 
23.5;144;880;523 
23.6;141;880;522 
23.7;138;880;522 
23.8;154;880;522 
23.9;145;880;523 
24.0;148;880;522 
24.1;158;880;522 
24.2;160;880;522 
24.3;184;880;522 
24.4;155;880;522 
24.5;173;880;522 
24.6;154;880;522 
24.7;133;880;522 
24.8;146;880;522 
24.9;159;880;522 
25.0;152;880;522 
25.1;153;880;522 
25.2;124;880;522 
25.3;121;880;522 
25.4;128;880;522 
25.5;154;880;522 
25.6;128;880;522 
25.7;138;880;522 
25.8;145;880;522 
25.9;153;880;522 
26.0;130;880;522 
26.1;142;880;522 
26.2;131;880;522 
26.3;117;880;522 
26.4;137;880;522 
26.5;141;880;522 
26.6;142;880;522 
26.7;135;880;522 
26.8;141;880;522 
26.9;140;880;522 
27.0;121;880;522 
27.1;158;880;522 
27.2;141;880;522 
27.3;119;880;522 
27.4;143;880;522 
27.5;132;880;522 
27.6;119;880;522 
27.7;123;880;522 
27.8;104;880;522 
27.9;131;880;522 
28.0;135;880;522 
28.1;118;880;522 
28.2;139;880;522 
28.3;129;880;522 
28.4;116;880;522 
28.5;104;880;522 
28.6;102;880;522 
28.7;112;880;522 
28.8;112;880;522 
28.9;116;880;522 
29.0;136;880;522 
29.1;116;880;522 
29.2;121;880;522 
29.3;104;880;522 
29.4;131;880;522 
29.5;117;880;522 
29.6;117;880;522 
29.7;117;880;522 
29.8;110;880;522 
29.9;122;880;522 
30.0;138;880;522 
30.1;111;
