03/07/2026 13:13:53 
teste10.txt 
Soma: 932076
Dose: 932076.0
Tempo;Leitura;Luz;Corrente 
44.9;0;880;534 
45.0;0;880;533 
45.1;0;880;533 
45.2;0;880;534 
45.3;0;880;534 
45.4;0;880;533 
45.5;0;880;534 
45.6;0;880;533 
45.7;0;880;533 
45.8;1;880;534 
45.9;0;880;534 
46.0;1;880;533 
46.1;0;880;534 
46.2;0;880;534 
46.3;0;880;533 
46.4;0;880;533 
46.5;2;880;534 
46.6;1;880;534 
46.7;0;880;534 
46.8;0;880;534 
46.9;0;880;534 
47.0;0;880;534 
47.1;1;880;534 
47.2;0;880;535 
47.3;1;880;534 
47.4;0;880;534 
47.5;1;880;534 
47.6;0;880;534 
47.7;0;880;534 
47.8;1;880;534 
47.9;0;880;534 
48.0;1;880;534 
48.1;0;880;534 
48.2;0;880;533 
48.3;0;880;534 
48.4;0;880;534 
48.5;0;880;534 
48.6;0;880;534 
48.7;0;880;534 
48.8;2;880;534 
48.9;0;880;534 
49.0;1;880;534 
49.1;0;880;534 
49.2;0;880;534 
49.3;0;880;534 
49.4;0;880;534 
49.5;1;880;534 
49.6;0;880;534 
49.7;0;880;534 
49.8;1;880;534 
49.9;0;880;533 
50.0;0;880;534 
50.1;0;880;534 
50.2;0;880;533 
50.3;1;880;534 
50.4;0;880;534 
50.5;0;880;534 
50.6;0;880;534 
50.7;1;880;534 
50.8;1;880;534 
50.9;0;880;534 
51.0;0;880;533 
51.1;0;880;534 
51.2;0;880;534 
51.3;0;880;534 
51.4;0;880;534 
51.5;0;880;533 
51.6;1;880;533 
51.7;2;880;534 
51.8;0;880;533 
51.9;0;880;533 
52.0;0;880;533 
52.1;0;880;533 
52.2;1;880;534 
52.3;0;880;534 
52.4;0;880;534 
52.5;0;880;533 
52.6;0;880;534 
52.7;0;880;533 
52.8;0;880;533 
52.9;0;880;533 
53.0;1;880;534 
53.1;1;880;534 
53.2;0;880;534 
53.3;0;880;534 
53.4;0;880;534 
53.5;0;880;533 
53.6;0;880;534 
53.7;1;880;533 
53.8;1;880;533 
53.9;0;880;534 
54.0;1;880;533 
54.1;0;880;534 
54.2;0;880;533 
54.3;0;880;533 
54.4;0;880;534 
54.5;0;880;534 
54.6;0;880;534 
54.7;2;880;533 
54.8;0;880;533 
54.9;0;880;533 
55.0;0;880;533 
55.1;0;880;533 
55.2;0;880;533 
55.3;1;880;533 
55.4;0;880;533 
55.5;1;880;533 
55.6;0;880;533 
55.7;0;880;533 
55.8;2;880;533 
55.9;1;880;533 
56.0;1;876;533 
56.1;0;880;533 
56.2;0;880;533 
56.3;0;880;533 
56.4;0;880;534 
56.5;1;880;533 
56.6;0;880;533 
56.7;1;880;533 
56.8;0;880;533 
56.9;0;880;533 
57.0;1;880;533 
57.1;0;880;533 
57.2;0;880;533 
57.3;1;880;533 
57.4;1;880;533 
57.5;1;880;533 
57.6;3;880;533 
57.7;0;880;533 
57.8;0;880;533 
57.9;0;880;533 
58.0;1;880;533 
58.1;0;880;533 
58.2;0;880;533 
58.3;0;880;533 
58.4;1;880;533 
58.5;0;880;533 
58.6;0;880;533 
58.7;0;880;533 
58.8;0;880;533 
58.9;1;876;533 
59.0;0;876;533 
59.1;1;880;533 
59.2;0;876;533 
59.3;0;880;533 
59.4;1;880;533 
59.5;0;880;533 
59.6;1;880;532 
59.7;0;880;533 
59.8;2;880;533 
59.9;0;880;533 
60.0;1;880;533 
60.1;0;
